bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
127,12,0.7,percent,0.47,0.53,0.0,-0.06000000000000005
127,7,0.7,percent,0.469,0.531,0.0,-0.062000000000000055
127,5,0.7,percent,0.466,0.534,0.0,-0.068
127,6,0.8,percent,0.466,0.534,0.0,-0.068
128,3,0.8,flat,0.464,0.536,0.0,-0.07200000000000001
128,3,0.7,flat,0.463,0.537,0.0,-0.07400000000000001
128,4,0.8,flat,0.454,0.546,0.0,-0.09200000000000003
128,5,0.8,flat,0.449,0.551,0.0,-0.10200000000000004
128,5,0.7,flat,0.449,0.551,0.0,-0.10200000000000004
128,5,0.8,percent,0.475,0.525,0.0,-0.050000000000000044
128,3,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
128,3,0.8,percent,0.454,0.546,0.0,-0.09200000000000003
128,5,0.7,percent,0.448,0.552,0.0,-0.10400000000000004
128,6,0.7,percent,0.448,0.552,0.0,-0.10400000000000004
129,4,0.8,flat,0.459,0.541,0.0,-0.08200000000000002
129,5,0.8,flat,0.459,0.541,0.0,-0.08200000000000002
129,3,0.7,flat,0.454,0.546,0.0,-0.09200000000000003
129,5,0.7,flat,0.446,0.554,0.0,-0.10800000000000004
129,4,0.7,flat,0.445,0.555,0.0,-0.11000000000000004
129,3,0.7,percent,0.492,0.508,0.0,-0.016000000000000014
129,3,0.9,percent,0.477,0.523,0.0,-0.04600000000000004
129,3,0.8,percent,0.475,0.525,0.0,-0.050000000000000044
129,6,0.7,percent,0.472,0.528,0.0,-0.05600000000000005
129,7,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
130,4,0.7,flat,0.458,0.542,0.0,-0.08400000000000002
130,5,0.8,flat,0.452,0.548,0.0,-0.09600000000000003
130,3,0.7,flat,0.449,0.551,0.0,-0.10200000000000004
130,3,0.9,flat,0.448,0.552,0.0,-0.10400000000000004
130,4,0.8,flat,0.443,0.557,0.0,-0.11400000000000005
130,3,0.8,percent,0.466,0.534,0.0,-0.068
130,9,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
130,6,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
130,7,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
130,5,0.9,percent,0.447,0.553,0.0,-0.10600000000000004
131,5,0.7,flat,0.462,0.538,0.0,-0.07600000000000001
131,3,0.9,flat,0.459,0.541,0.0,-0.08200000000000002
131,3,0.7,flat,0.454,0.546,0.0,-0.09200000000000003
131,5,0.8,flat,0.454,0.546,0.0,-0.09200000000000003
